index,小区名称,所在区域,总价,总价单位,单价,单价单位,房屋年代,户型,楼层,建筑面积,房屋朝向,装修情况,梯户比例,配备电梯,产权年限
834,樱桃二条8号院,西城 白纸坊 二环内,850,万,93716,元/平米,2005年建/板楼,2室1厅1厨1卫,中楼层 (共6层),90.7㎡,南 北,简装,一梯三户,无,70年
835,马甸南村,西城 马甸 二至三环,910,万,144445,元/平米,1993年建/板塔结合,2室1厅1厨1卫,中楼层 (共13层),63㎡,南 北,精装,两梯七户,有,70年
836,里仁街1号院,西城 右安门内 二环内,580,万,103925,元/平米,1980年建/板楼,2室1厅1厨1卫,中楼层 (共6层),55.81㎡,西北,简装,一梯五户,无,70年
837,信和嘉园,西城 马连道 二至三环,957,万,109925,元/平米,2006年建/板塔结合,2室1厅1厨1卫,高楼层 (共20层),87.06㎡,西南,简装,两梯五户,有,70年
838,西便门东里,西城 木樨地 二至三环,618,万,105461,元/平米,1980年建/板楼,2室1厅1厨1卫,中楼层 (共6层),58.6㎡,南 北,其他,一梯三户,无,70年
839,馨莲茗园,西城 马连道 二至三环,515,万,80119,元/平米,2003年建/板塔结合,1室1厅1厨1卫,中楼层 (共25层),64.28㎡,北,简装,四梯十二户,有,70年
840,前半壁街35号院,西城 官园 ,585,万,148478,元/平米,1986年建/板楼,1室1厅1厨1卫,顶层 (共13层),39.4㎡,南,精装,一梯八户,有,70年
841,新风南里,西城 马甸 二至三环,1155,万,139831,元/平米,1997年建/板楼,2室2厅1厨1卫,高楼层 (共6层),82.6㎡,南 北,精装,一梯两户,无,70年
842,清芷园,西城 右安门内 二环内,925,万,118317,元/平米,2000年建/板塔结合,2室1厅1厨1卫,中楼层 (共18层),78.18㎡,西南,简装,两梯七户,有,70年
843,巴黎公寓,西城 月坛 二至三环,2600,万,95106,元/平米,2000年建/板楼,5室2厅1厨2卫,中楼层 (共5层),273.38㎡,南 北,其他,一梯三户,有,70年
844,中信禧园,西城 陶然亭 二环内,1900,万,151673,元/平米,2013年建/板塔结合,3室1厅1厨2卫,高楼层 (共20层),125.27㎡,东 西 北,精装,两梯三户,有,70年
845,万明路18号院,西城 陶然亭 二环内,723,万,89803,元/平米,1989年建/塔楼,3室1厅1厨1卫,低楼层 (共16层),80.51㎡,东北,简装,一梯七户,有,70年
846,馨莲茗园,西城 马连道 二至三环,500,万,93985,元/平米,2003年建/板塔结合,1室1厅1厨1卫,低楼层 (共25层),53.2㎡,北,精装,四梯十二户,有,70年
847,裕中西里,西城 马甸 三至四环,940,万,128591,元/平米,1991年建/塔楼,2室1厅1厨1卫,高楼层 (共24层),73.1㎡,西南,精装,两梯八户,有,70年
848,西便门内大街97号院,西城 长椿街 二环内,576,万,106647,元/平米,1992年建/板楼,2室1厅1厨1卫,底层 (共6层),54.01㎡,南 北,精装,一梯三户,无,70年
849,新明嘉园,西城 马甸 二至三环,1790,万,119413,元/平米,2000年建/板楼,4室3厅1厨2卫,高楼层 (共7层),149.9㎡,南 北,简装,一梯两户,无,70年
850,民康胡同30号院,西城 金融街 二环内,949,万,128244,元/平米,1991年建/塔楼,3室1厅1厨1卫,底层 (共19层),74㎡,西 北,简装,两梯九户,有,70年
851,南华东街2号院,西城 陶然亭 二环内,600,万,96464,元/平米,1964年建/板楼,2室1厅1厨1卫,中楼层 (共5层),62.2㎡,南,简装,一梯三户,无,70年
852,常青藤嘉园,西城 马连道 二至三环,680,万,99314,元/平米,2005年建/板楼,1室1厅1厨1卫,顶层 (共16层),68.47㎡,南,精装,两梯四户,有,70年
853,中信沁园,西城 陶然亭 二环内,1930,万,150394,元/平米,2011年建/板塔结合,3室2厅1厨2卫,中楼层 (共20层),128.33㎡,南 北,毛坯,两梯三户,有,70年
854,依莲轩,西城 马连道 二至三环,610,万,87846,元/平米,2000年建/塔楼,1室1厅1厨1卫,中楼层 (共26层),69.44㎡,东,简装,两梯十户,有,70年
855,政泰家园,西城 菜户营 二至三环,735,万,72158,元/平米,2004年建/塔楼,2室2厅1厨1卫,顶层 (共22层),101.86㎡,西,精装,两梯六户,有,70年
856,清芷园,西城 右安门内 二环内,1020,万,111549,元/平米,2003年建/板塔结合,2室1厅2厨1卫,中楼层 (共18层),91.44㎡,东,精装,两梯六户,有,70年
857,老墙根38号院,西城 长椿街 二环内,1500,万,121213,元/平米,2003年建/板楼,3室2厅1厨1卫,中楼层 (共6层),123.75㎡,南 北,精装,一梯一户,暂无数据,70年
858,一瓶,西城 陶然亭 二环内,3259,万,126578,元/平米,2006年建/板楼,4室2厅1厨2卫,低楼层 (共12层),257.47㎡,南 北,简装,一梯两户,有,70年
859,西环景苑,西城 马连道 二至三环,505,万,83596,元/平米,2001年建/塔楼,1室1厅1厨1卫,底层 (共19层),60.41㎡,北,精装,两梯九户,有,70年
860,康乐里小区,西城 长椿街 二环内,1520,万,117104,元/平米,1999年建/塔楼,3室1厅1厨2卫,低楼层 (共14层),129.8㎡,南,简装,一梯八户,有,70年
861,远见名苑,西城 广安门 二至三环,798,万,102033,元/平米,2006年建/塔楼,2室1厅1厨1卫,底层 (共25层),78.21㎡,东南,其他,三梯十四户,有,70年
862,爱民里小区,西城 西四 二环内,770,万,130288,元/平米,1990年建/板楼,2室1厅1厨1卫,顶层 (共7层),59.1㎡,东,精装,一梯六户,无,70年
863,华裕园小区,西城 西四 二环内,830,万,146127,元/平米,2000年建/板楼,1室1厅1厨1卫,底层 (共5层),56.8㎡,西北,简装,一梯四户,无,70年
864,荣丰2008,西城 广安门 二至三环,452,万,127865,元/平米,2004年建/塔楼,2室0厅1厨1卫,高楼层 (共20层),35.35㎡,南,简装,四梯三十三户,有,70年
865,新风南里,西城 马甸 二至三环,1460,万,123939,元/平米,1997年建/板楼,3室1厅1厨1卫,顶层 (共6层),117.8㎡,南 西 北,简装,一梯两户,无,70年
866,牛街西里,西城 牛街 二环内,599,万,80285,元/平米,1999年建/塔楼,2室1厅1厨1卫,低楼层 (共19层),74.61㎡,西南,简装,三梯十二户,有,70年
867,清芷园,西城 右安门内 二环内,1050,万,113945,元/平米,2000年建/板塔结合,3室1厅1厨1卫,低楼层 (共18层),92.15㎡,东,精装,两梯七户,有,70年
868,西便门外大街,西城 木樨地 二至三环,1280,万,104490,元/平米,1957年建/板楼,4室1厅1厨1卫,顶层 (共4层),122.5㎡,南 北,简装,一梯三户,无,70年
869,康乐里小区,西城 长椿街 二环内,1226,万,112975,元/平米,1999年建/塔楼,2室1厅1厨1卫,顶层 (共16层),108.52㎡,西,精装,两梯七户,有,70年
870,建功南里,西城 白纸坊 二环内,758,万,84476,元/平米,1996年建/塔楼,3室1厅1厨1卫,低楼层 (共16层),89.73㎡,西南,简装,两梯十户,有,70年
871,远见名苑,西城 广安门 二至三环,785,万,94465,元/平米,2004年建/塔楼,2室1厅1厨1卫,中楼层 (共26层),83.1㎡,西,简装,三梯十四户,有,70年
872,白云路七号院,西城 木樨地 二至三环,745,万,128893,元/平米,1987年建/板楼,2室1厅1厨1卫,中楼层 (共6层),57.8㎡,东 西,精装,一梯三户,无,70年
873,荣丰2008,西城 广安门 二至三环,698,万,129212,元/平米,2007年建/塔楼,1室1厅1厨2卫,中楼层 (共16层),54.02㎡,南,简装,三梯二十五户,有,70年
874,天桥北里,西城 陶然亭 二环内,459,万,83516,元/平米,2002年建/板塔结合,1室1厅1厨1卫,顶层 (共7层),54.96㎡,西,精装,一梯六户,无,70年
875,格调,西城 马连道 二至三环,660,万,91199,元/平米,2007年建/板塔结合,2室1厅1厨1卫,顶层 (共23层),72.37㎡,西 西北,精装,两梯六户,有,70年
876,如意里,西城 新街口 二环内,565,万,116017,元/平米,1992年建/板楼,1室1厅1厨1卫,高楼层 (共7层),48.7㎡,东,精装,一梯七户,无,70年
877,马连道西里,西城 马连道 二至三环,480,万,89821,元/平米,1976年建/板楼,2室1厅1厨1卫,中楼层 (共5层),53.44㎡,南,简装,一梯三户,无,70年
878,蝶翠华庭,西城 广安门 二至三环,960,万,91647,元/平米,2004年建/塔楼,2室1厅1厨2卫,低楼层 (共29层),104.75㎡,东南,简装,四梯十户,有,70年
879,红居南街,西城 广安门 二至三环,630,万,90910,元/平米,1980年建/板楼,3室1厅1厨1卫,顶层 (共6层),69.3㎡,南 北,精装,一梯两户,无,70年
880,考拉社区,西城 菜户营 二至三环,498,万,87769,元/平米,2006年建/塔楼,1室1厅1厨1卫,中楼层 (共21层),56.74㎡,东北,精装,四梯十七户,有,70年
881,西直门南大街,西城 官园 二环内,900,万,111112,元/平米,1985年建/板塔结合,3室1厅1厨1卫,顶层 (共14层),81㎡,东 南 西,简装,两梯八户,有,70年
882,信德园,西城 菜户营 二至三环,750,万,69068,元/平米,2002年建/塔楼,2室2厅1厨1卫,中楼层 (共21层),108.59㎡,西南,简装,两梯八户,有,70年
883,洪茂沟社区,西城 月坛 二至三环,760,万,140741,元/平米,1984年建/板楼,2室1厅1厨1卫,中楼层 (共6层),54㎡,东 西,简装,一梯两户,无,70年
884,官苑8号,西城 官园 二环内,1548,万,164001,元/平米,2007年建/板塔结合,2室1厅1厨1卫,低楼层 (共16层),94.39㎡,西 南,其他,两梯六户,有,70年
885,椿树园,西城 宣武门 二环内,790,万,111978,元/平米,1999年建/板塔结合,2室1厅1厨1卫,中楼层 (共13层),70.55㎡,西南,其他,一梯四户,有,70年
886,北欧印象,西城 马连道 二至三环,899,万,91951,元/平米,2003年建/塔楼,2室1厅1厨2卫,低楼层 (共28层),97.77㎡,南,精装,三梯十七户,有,70年
887,三里河居民区,西城 月坛 二至三环,890,万,140823,元/平米,1987年建/板楼,3室1厅1厨1卫,中楼层 (共6层),63.2㎡,南 北,简装,一梯三户,无,70年
888,天宁寺东里,西城 天宁寺 二至三环,490,万,80342,元/平米,1985年建/板楼,2室1厅1厨1卫,中楼层 (共7层),60.99㎡,东 西,简装,一梯两户,无,70年
889,泰和嘉苑,西城 牛街 二环内,1250,万,104454,元/平米,2003年建/塔楼,3室1厅1厨2卫,中楼层 (共21层),119.67㎡,西南,精装,三梯十五户,有,70年
890,文华园,西城 阜成门 二至三环,1050,万,130273,元/平米,1995年建/板楼,3室1厅1厨1卫,中楼层 (共12层),80.6㎡,南 北,精装,一梯十八户,有,70年
891,车站西街17号院,西城 广安门 二至三环,438,万,93590,元/平米,1992年建/板楼,1室1厅1厨1卫,低楼层 (共6层),46.8㎡,南,其他,一梯四户,无,70年
892,红山世家,西城 广安门 二至三环,1060,万,115193,元/平米,2011年建/板塔结合,2室1厅1厨1卫,中楼层 (共26层),92.02㎡,东 西,其他,两梯四户,有,70年
893,四合上院,西城 宣武门 二环内,1298,万,132355,元/平米,2010年建/板塔结合,2室1厅1厨1卫,中楼层 (共16层),98.07㎡,东 西,精装,一梯三户,有,70年
894,万明园,西城 月坛 二至三环,1550,万,112238,元/平米,1993年建/塔楼,4室1厅1厨2卫,中楼层 (共20层),138.1㎡,东 南 北,简装,两梯八户,有,70年
895,大石桥胡同29号院,西城 六铺炕 二环内,795,万,140212,元/平米,1981年建/板楼,3室1厅1厨1卫,顶层 (共6层),56.7㎡,南 北,精装,一梯三户,无,70年
896,塔院胡同12号院,西城 六铺炕 二至三环,1000,万,127552,元/平米,1985年建/板楼,3室1厅1厨1卫,底层 (共6层),78.4㎡,南 北,精装,一梯三户,无,70年
897,广安苑一期,西城 天宁寺 二至三环,750,万,98581,元/平米,1986年建/板楼,3室1厅1厨1卫,中楼层 (共6层),76.08㎡,东南,其他,一梯五户,无,70年
898,西便门外大街,西城 木樨地 二至三环,950,万,92323,元/平米,1955年建/板楼,3室1厅1厨1卫,顶层 (共4层),102.9㎡,东 西,简装,一梯三户,无,70年
899,朗琴园,西城 广安门 二至三环,1080,万,111456,元/平米,2002年建/塔楼,2室1厅1厨1卫,中楼层 (共28层),96.9㎡,东,精装,两梯八户,有,70年
900,西豪逸景,西城 广安门 二至三环,685,万,87418,元/平米,2002年建/塔楼,2室1厅1厨1卫,中楼层 (共28层),78.36㎡,东 南,毛坯,三梯十三户,有,70年
901,牛街东里,西城 牛街 二环内,900,万,96921,元/平米,1999年建/塔楼,3室1厅1厨2卫,高楼层 (共19层),92.86㎡,西南,精装,三梯十二户,有,70年
902,白广路6号院,西城 牛街 二环内,610,万,96321,元/平米,1986年建/板楼,2室1厅1厨1卫,顶层 (共14层),63.33㎡,南 北,其他,两梯三户,有,70年
903,三义东里,西城 马连道 二至三环,558,万,102668,元/平米,1987年建/塔楼,2室1厅1厨1卫,低楼层 (共16层),54.35㎡,东南,精装,一梯九户,有,70年
904,安德路,西城 六铺炕 二至三环,779,万,153046,元/平米,1986年建/板楼,2室1厅1厨1卫,中楼层 (共6层),50.9㎡,南,其他,一梯三户,无,70年
905,宣武门西大街,西城 金融街 二环内,589,万,107111,元/平米,1979年建/板楼,2室1厅1厨1卫,低楼层 (共12层),54.99㎡,南,其他,一梯九户,有,70年
906,民康胡同30号院,西城 金融街 二环内,850,万,145548,元/平米,1991年建/塔楼,2室1厅1厨1卫,低楼层 (共19层),58.4㎡,东 北,其他,两梯九户,有,70年
907,裕中东里,西城 马甸 三至四环,820,万,135091,元/平米,1987年建/板楼,2室1厅1厨1卫,低楼层 (共6层),60.7㎡,南 北,精装,一梯三户,无,70年
908,万博苑,西城 右安门内 二环内,1080,万,97359,元/平米,1999年建/塔楼,2室1厅1厨1卫,低楼层 (共23层),110.93㎡,西南,精装,两梯九户,有,70年
909,常青藤嘉园,西城 马连道 二至三环,930,万,96174,元/平米,2004年建/塔楼,2室1厅1厨1卫,中楼层 (共22层),96.7㎡,南,精装,两梯八户,有,70年
910,建功南里,西城 白纸坊 二环内,1008,万,87288,元/平米,1996年建/塔楼,3室1厅1厨2卫,中楼层 (共18层),115.48㎡,东 西 北,简装,两梯六户,有,70年
911,广信嘉园,西城 长椿街 二环内,830,万,68760,元/平米,2002年建/塔楼,2室1厅1厨2卫,中楼层 (共21层),120.71㎡,西北,其他,两梯六户,有,70年
912,车站东街甲9号院,西城 天宁寺 二至三环,770,万,90312,元/平米,1995年建/板楼,4室1厅1厨1卫,顶层 (共6层),85.26㎡,东 南 西,简装,一梯两户,无,70年
913,百万庄中里,西城 阜成门 二至三环,934.6,万,139900,元/平米,1993年建/板楼,3室1厅1厨1卫,底层 (共6层),66.8㎡,东南,简装,一梯六户,无,70年
914,天缘公寓,西城 白纸坊 二环内,1080,万,57677,元/平米,2000年建/塔楼,3室2厅1厨2卫,中楼层 (共18层),187.25㎡,西,简装,两梯十户,有,70年
915,里仁街3号院,西城 右安门内 二环内,1098,万,117875,元/平米,1997年建/塔楼,3室1厅1厨1卫,高楼层 (共18层),93.15㎡,东 北,简装,两梯八户,有,70年
916,万博苑,西城 右安门内 二环内,1198,万,89290,元/平米,1999年建/塔楼,3室2厅1厨2卫,高楼层 (共23层),134.17㎡,南,精装,两梯九户,有,70年
917,清芷园,西城 右安门内 二环内,1550,万,102061,元/平米,2007年建/板楼,3室2厅1厨2卫,低楼层 (共12层),151.87㎡,南 北,其他,一梯两户,有,70年
918,广信嘉园,西城 长椿街 二环内,950,万,72118,元/平米,2002年建/塔楼,3室1厅1厨1卫,中楼层 (共18层),131.73㎡,西南,其他,两梯六户,有,70年
919,马连道中里,西城 马连道 二至三环,540,万,91744,元/平米,1995年建/板楼,1室1厅1厨1卫,顶层 (共6层),58.86㎡,南 北,简装,一梯三户,无,70年
920,椿树园,西城 宣武门 二环内,1090,万,95097,元/平米,1999年建/板塔结合,3室2厅1厨1卫,低楼层 (共14层),114.62㎡,东 西,精装,一梯两户,有,70年
921,大井胡同,西城 六铺炕 二至三环,915,万,127438,元/平米,1989年建/板楼,3室1厅1厨1卫,中楼层 (共6层),71.8㎡,南 北,简装,一梯四户,无,70年
922,裕中东里,西城 马甸 三至四环,1258,万,134979,元/平米,1990年建/塔楼,3室1厅1厨1卫,中楼层 (共16层),93.2㎡,东 南 西 北,简装,两梯八户,有,70年
923,右安门内西街,西城 右安门内 二环内,650,万,94905,元/平米,1978年建/板楼,3室1厅1厨1卫,中楼层 (共5层),68.49㎡,南 北,简装,一梯三户,无,70年
924,中信锦园,西城 陶然亭 二环内,1300,万,136283,元/平米,2009年建/板塔结合,2室1厅1厨2卫,中楼层 (共18层),95.39㎡,南,简装,两梯三户,有,70年
925,月坛西街乙2号院,西城 月坛 二至三环,889,万,124860,元/平米,1990年建/塔楼,3室1厅1厨1卫,中楼层 (共18层),71.2㎡,东 南 西 北,其他,两梯八户,有,70年
926,南纬路2号院,西城 陶然亭 二环内,660,万,108162,元/平米,1981年建/板塔结合,2室1厅1厨1卫,低楼层 (共12层),61.02㎡,南 北,简装,一梯六户,有,70年
927,三里河东路甲8号院,西城 月坛 二至三环,1200,万,135288,元/平米,1996年建/塔楼,2室1厅1厨1卫,底层 (共16层),88.7㎡,南 北,简装,两梯六户,有,70年
928,融城,西城 阜成门 二至三环,755,万,109723,元/平米,2005年建/板塔结合,1室2厅1厨1卫,顶层 (共21层),68.81㎡,西北,其他,两梯六户,有,70年
929,裕中西里,西城 马甸 三至四环,870,万,136364,元/平米,1990年建/塔楼,2室1厅1厨1卫,中楼层 (共20层),63.8㎡,东南,精装,两梯七户,有,70年
930,龙泉胡同,西城 陶然亭 二环内,623,万,117993,元/平米,1983年建/板楼,2室1厅1厨1卫,高楼层 (共6层),52.8㎡,东,其他,一梯三户,暂无数据,70年
931,虎坊路小区,西城 陶然亭 二环内,610,万,101094,元/平米,1959年建/板楼,3室1厅1厨1卫,顶层 (共4层),60.34㎡,南 北,简装,一梯三户,无,70年
932,教场口6号院,西城 六铺炕 二至三环,728,万,139118,元/平米,2003年建/板楼,1室1厅1厨1卫,底层 (共6层),52.33㎡,南 北,简装,一梯三户,无,70年
933,广安苑二期,西城 天宁寺 二至三环,830,万,91673,元/平米,2002年建/塔楼,2室1厅1厨1卫,低楼层 (共23层),90.54㎡,东北,精装,三梯十户,有,70年
934,黑窑厂西里,西城 陶然亭 二环内,520,万,128048,元/平米,1970年建/板楼,2室1厅1厨1卫,顶层 (共5层),40.61㎡,南,精装,一梯三户,无,70年
935,新外大街甲8号院,西城 马甸 二至三环,845,万,136291,元/平米,1986年建/板楼,2室1厅1厨1卫,顶层 (共6层),62㎡,南 北,简装,一梯三户,无,70年
936,北三环中路12号院,西城 马甸 二至三环,880,万,122734,元/平米,1980年建/板楼,2室1厅1厨1卫,中楼层 (共12层),71.7㎡,南 北,简装,一梯十户,有,70年
937,新风街1号院,西城 马甸 二至三环,1460,万,145433,元/平米,2000年建/塔楼,3室1厅1厨2卫,底层 (共22层),100.39㎡,西南,精装,两梯八户,有,70年
938,西便门内大街79号院,西城 长椿街 二环内,560,万,102023,元/平米,1983年建/板楼,2室1厅1厨1卫,中楼层 (共6层),54.89㎡,南 北,精装,一梯两户,无,70年
939,椿树园,西城 宣武门 二环内,620,万,129735,元/平米,1999年建/塔楼,1室1厅1厨1卫,低楼层 (共13层),47.79㎡,南,精装,两梯六户,有,70年
940,新街口西里三区,西城 新街口 二环内,790,万,116228,元/平米,2003年建/板楼,2室1厅1厨1卫,顶层 (共6层),67.97㎡,南 北,简装,一梯两户,无,70年
941,马甸南村,西城 马甸 二至三环,940,万,115764,元/平米,1985年建/塔楼,3室1厅1厨1卫,低楼层 (共16层),81.2㎡,西北,精装,两梯七户,有,70年
942,朝阳庵,西城 车公庄 二至三环,550,万,97225,元/平米,1965年建/板楼,2室1厅1厨1卫,顶层 (共5层),56.57㎡,南 北,简装,一梯三户,无,70年
943,常青藤嘉园,西城 马连道 二至三环,950,万,98242,元/平米,2004年建/塔楼,2室1厅1厨1卫,高楼层 (共22层),96.7㎡,南,简装,两梯八户,有,70年
944,白云观,西城 木樨地 二至三环,730,万,144842,元/平米,1991年建/板楼,1室1厅1厨1卫,中楼层 (共11层),50.4㎡,西,精装,两梯十四户,有,70年
945,复兴门外大街,西城 木樨地 二至三环,760,万,136201,元/平米,1982年建/板塔结合,2室1厅1厨1卫,中楼层 (共12层),55.8㎡,南,精装,两梯十八户,有,70年
946,西城晶华,西城 金融街 二环内,2600,万,168318,元/平米,2008年建/板塔结合,3室2厅1厨3卫,底层 (共8层),154.47㎡,南 北,精装,一梯两户,有,70年
947,马连道中里,西城 马连道 二至三环,638,万,94337,元/平米,1997年建/板楼,2室1厅1厨1卫,顶层 (共6层),67.63㎡,南 北,简装,一梯三户,无,70年
948,东南园,西城 宣武门 二环内,539,万,109242,元/平米,1991年建/板楼,2室1厅1厨1卫,低楼层 (共3层),49.34㎡,东 南 北,简装,一梯六户,无,70年
949,广外南街50号院,西城 天宁寺 二至三环,1060,万,91348,元/平米,1999年建/塔楼,3室1厅1厨1卫,低楼层 (共22层),116.04㎡,西南,精装,两梯六户,有,70年
